457 9803
166 249 68
353 338 6
215 327 21
179 8 99
377 31 15
334 124 5
266 406 70
209 161 27
410 1 79
158 41 12
128 443 19
322 390 14
209 431 57
28 127 70
69 128 9
236 47 51
68 133 7
304 306 41
258 83 75
375 107 30
53 291 79
9 267 82
362 41 56
29 128 34
84 429 42
405 32 58
336 113 88
195 359 41
69 439 7
169 11 85
78 241 82
120 280 59
166 296 75
142 167 62
1 151 5
320 319 74
222 90 9
104 15 86
333 244 39
274 72 45
284 353 4
81 402 34
379 36 77
313 450 46
359 437 93
417 269 38
246 149 43
442 212 43
372 425 5
247 420 77
31 160 30
13 138 66
258 249 78
319 279 30
258 451 45
383 155 52
67 319 14
120 205 55
238 363 33
56 69 5
203 95 5
314 351 67
104 364 77
153 81 87
372 389 90
156 333 33
175 409 19
12 120 41
130 386 13
50 1 90
53 99 77
46 305 96
393 135 43
72 372 57
140 26 27
211 129 24
327 391 3
45 120 15
265 161 5
439 390 13
387 400 12
40 344 50
55 137 89
306 252 19
385 86 13
340 342 5
413 221 38
220 421 47
455 309 20
292 382 20
96 59 58
320 397 28
442 149 78
86 153 74
369 277 12
77 289 73
182 129 38
274 241 13
420 237 52
230 121 11
104 394 42
17 136 56
433 436 17
438 432 67
118 267 51
384 227 85
195 189 21
187 250 12
350 398 17
224 15 51
218 274 32
159 79 91
311 108 8
416 22 73
76 364 46
420 326 5
95 280 50
313 407 91
271 145 79
413 239 7
148 423 12
78 108 78
249 229 19
315 417 18
268 255 75
98 373 91
432 375 82
192 311 33
176 60 95
397 181 55
106 388 45
357 104 76
337 217 33
318 29 87
183 207 14
152 233 97
68 129 91
117 21 73
433 176 3
238 241 12
11 64 99
21 392 77
146 165 47
404 239 23
326 158 2
108 38 19
445 338 47
260 412 41
24 202 44
180 248 73
91 197 6
263 422 73
382 436 74
116 230 21
89 36 31
45 369 20
327 151 47
251 60 26
217 159 76
19 203 40
291 96 49
7 432 41
365 118 84
66 249 86
160 363 79
328 268 67
186 76 68
291 311 99
143 404 77
187 2 99
184 341 65
423 97 85
101 75 68
281 256 19
13 263 51
300 162 100
116 401 55
429 145 23
197 104 79
346 195 54
58 407 17
286 245 2
396 49 44
370 339 63
285 229 24
383 433 32
49 382 31
50 39 94
93 323 25
393 356 56
120 140 94
384 335 65
65 384 33
89 445 18
57 110 29
395 396 81
265 412 100
433 164 94
248 72 36
351 217 34
379 369 76
310 196 6
48 322 69
311 306 49
444 389 46
353 77 34
351 268 3
211 380 54
405 234 26
313 158 44
379 345 94
71 316 82
168 281 6
21 152 32
159 328 16
324 265 43
333 365 3
408 153 99
438 70 85
121 38 66
384 135 68
190 229 2
266 205 89
341 190 21
196 362 66
430 401 5
119 74 89
403 399 30
209 331 65
245 403 62
207 208 62
168 397 70
259 349 17
217 53 90
179 422 73
97 72 21
359 312 76
290 415 44
176 152 73
44 273 97
221 161 58
27 150 45
83 331 9
170 440 21
220 378 12
41 376 47
48 117 71
326 399 68
362 66 45
14 84 77
75 148 93
133 273 13
442 424 35
252 230 75
21 349 75
185 126 92
437 229 88
107 243 3
405 196 65
218 60 72
23 180 8
427 49 63
2 237 19
217 296 15
118 294 11
135 362 71
123 46 78
175 303 16
246 268 49
255 186 5
287 219 99
5 144 4
196 247 43
431 447 10
219 210 95
76 347 98
249 264 57
168 421 14
34 308 29
76 78 66
153 315 77
80 161 40
165 375 56
78 166 76
356 407 5
411 343 97
32 417 30
78 324 74
86 202 86
85 282 27
456 155 47
119 362 67
157 417 32
407 298 27
204 394 41
67 27 89
89 345 62
116 295 92
433 276 81
17 204 73
283 299 91
268 71 23
151 274 11
290 447 5
290 228 42
139 114 19
398 367 83
410 439 46
141 54 39
136 325 69
275 252 16
174 331 72
333 216 62
137 34 57
254 205 26
63 32 54
422 455 91
22 82 47
449 430 10
52 239 74
352 60 59
222 418 97
138 127 27
112 416 31
387 66 67
259 179 66
132 383 8
162 90 4
164 338 11
271 180 83
323 32 25
206 303 96
172 332 36
334 171 72
143 265 6
56 437 66
316 132 9
383 276 6
437 167 24
326 26 46
386 357 10
14 377 10
426 44 28
330 216 19
456 271 62
28 322 79
165 337 81
41 144 88
208 72 89
19 400 91
248 58 67
135 454 13
362 69 44
109 32 1
216 49 53
91 326 30
222 202 44
254 312 35
323 332 38
52 306 23
231 173 72
183 408 43
339 297 23
157 23 88
22 183 37
352 73 45
2 243 55
149 31 34
301 160 20
253 422 81
154 437 96
245 145 77
220 249 56
304 290 69
4 269 56
92 13 36
205 120 19
49 80 27
271 178 44
113 84 56
277 241 58
26 115 74
44 309 20
308 426 21
287 96 98
147 349 2
13 412 84
95 10 36
147 214 63
256 379 12
413 134 61
11 114 97
177 419 17
140 342 56
158 186 62
422 240 14
310 368 29
298 22 60
213 263 43
233 5 44
301 312 71
225 18 57
48 83 88
428 94 37
374 371 29
37 234 38
195 363 36
15 128 44
25 185 67
413 267 26
407 404 49
243 264 69
344 57 4
430 194 39
58 415 95
106 163 82
456 246 75
246 190 93
282 99 60
399 170 45
165 267 95
380 139 16
71 126 54
188 116 84
175 43 14
368 10 45
264 341 64
369 209 55
99 10 85
110 419 73
120 336 87
288 249 83
313 44 1
343 215 83
209 99 74
352 251 16
354 375 21
377 424 43
50 267 3
187 421 35
104 130 62
278 428 2
138 297 40
361 262 69
216 174 81
408 169 70
98 77 32
228 113 11
286 1 83
388 175 57
219 265 25
355 96 4
121 70 67
356 16 93
55 279 29
317 286 31
117 387 92
133 70 71
354 369 92
275 57 86
412 41 19
71 366 37
230 451 52
119 58 50
358 234 33
399 266 40
32 158 42
436 146 56
123 448 15
120 454 53
67 128 40
307 343 14
373 36 78
257 307 18
198 277 71
365 269 87
0
29
J 414
J 389
J 70
J 374
J 246
J 380
J 226
J 424
J 144
J 26
J 352
J 230
J 174
J 30
J 41
J 441
J 264
J 254
J 3
J 128
J 430
J 94
J 445
J 413
J 195
J 234
J 265
J 377
J 42
